K,Reconstruction Score All,Mean Diff Score All,Reconstruction Score Structural,Mean Diff Score Structural,Reconstruction Score Attribute,Mean Diff Score Attribute
700,0.026395939086294416,0.16294416243654822,0.028455284552845527,0.29878048780487804,0.02434077079107505,0.02738336713995943
725,0.026903553299492386,0.16852791878172588,0.028455284552845527,0.30691056910569103,0.02535496957403651,0.030425963488843813
750,0.027411167512690356,0.17258883248730963,0.028455284552845527,0.31402439024390244,0.02636916835699797,0.03144016227180527
775,0.028426395939086295,0.17817258883248732,0.029471544715447155,0.3252032520325203,0.02738336713995943,0.03144016227180527
800,0.028426395939086295,0.183248730964467,0.029471544715447155,0.33434959349593496,0.02738336713995943,0.032454361054766734
825,0.028426395939086295,0.18883248730964466,0.029471544715447155,0.34552845528455284,0.02738336713995943,0.032454361054766734
850,0.028934010152284265,0.19390862944162437,0.03048780487804878,0.3546747967479675,0.02738336713995943,0.033468559837728194
875,0.029441624365482234,0.19746192893401016,0.03048780487804878,0.36077235772357724,0.028397565922920892,0.034482758620689655
900,0.029949238578680204,0.2,0.031504065040650404,0.3648373983739837,0.028397565922920892,0.035496957403651115
925,0.030456852791878174,0.20558375634517767,0.031504065040650404,0.375,0.029411764705882353,0.036511156186612576
950,0.030456852791878174,0.2116751269035533,0.031504065040650404,0.3851626016260163,0.029411764705882353,0.038539553752535496
975,0.03147208121827411,0.216751269035533,0.032520325203252036,0.3953252032520325,0.030425963488843813,0.038539553752535496
1000,0.03248730964467005,0.22131979695431472,0.03353658536585366,0.40447154471544716,0.03144016227180527,0.038539553752535496
1025,0.03299492385786802,0.2263959390862944,0.03353658536585366,0.4136178861788618,0.032454361054766734,0.03955375253549696
1050,0.03401015228426396,0.22994923857868022,0.03556910569105691,0.41971544715447157,0.032454361054766734,0.04056795131845842
1075,0.03553299492385787,0.2319796954314721,0.036585365853658534,0.42276422764227645,0.034482758620689655,0.04158215010141988
1100,0.03604060913705584,0.23705583756345178,0.036585365853658534,0.43191056910569103,0.035496957403651115,0.04259634888438134
1125,0.03604060913705584,0.24060913705583756,0.036585365853658534,0.4369918699186992,0.035496957403651115,0.04462474645030426
1150,0.03756345177664975,0.24416243654822334,0.03861788617886179,0.44410569105691056,0.036511156186612576,0.04462474645030426
1175,0.04010152284263959,0.24923857868020305,0.042682926829268296,0.45426829268292684,0.037525354969574036,0.04462474645030426
1200,0.04263959390862944,0.25380710659898476,0.04573170731707317,0.4634146341463415,0.03955375253549696,0.04462474645030426
1225,0.04365482233502538,0.2593908629441624,0.047764227642276426,0.4715447154471545,0.03955375253549696,0.04766734279918864
1250,0.04416243654822335,0.2639593908629442,0.04878048780487805,0.4796747967479675,0.03955375253549696,0.0486815415821501
1275,0.04568527918781726,0.2715736040609137,0.049796747967479675,0.49390243902439024,0.04158215010141988,0.04969574036511156
1300,0.04568527918781726,0.2786802030456853,0.049796747967479675,0.5050813008130082,0.04158215010141988,0.05273833671399594
1325,0.046700507614213196,0.28223350253807106,0.049796747967479675,0.5101626016260162,0.0436105476673428,0.05476673427991886
1350,0.046700507614213196,0.28730964467005077,0.049796747967479675,0.5203252032520326,0.0436105476673428,0.05476673427991886
1375,0.047208121827411166,0.2918781725888325,0.0508130081300813,0.5274390243902439,0.0436105476673428,0.056795131845841784
1400,0.048730964467005075,0.2969543147208122,0.051829268292682924,0.5365853658536586,0.04563894523326572,0.057809330628803245
1425,0.049238578680203045,0.30253807106598984,0.051829268292682924,0.5467479674796748,0.04665314401622718,0.058823529411764705
1450,0.049746192893401014,0.30761421319796955,0.052845528455284556,0.556910569105691,0.04665314401622718,0.058823529411764705
1475,0.051269035532994923,0.3116751269035533,0.05386178861788618,0.5630081300813008,0.0486815415821501,0.060851926977687626
1500,0.05228426395939086,0.31522842639593907,0.05589430894308943,0.5701219512195121,0.0486815415821501,0.060851926977687626
1525,0.05279187817258883,0.3182741116751269,0.05589430894308943,0.5762195121951219,0.04969574036511156,0.060851926977687626
1550,0.05279187817258883,0.3223350253807107,0.05589430894308943,0.5833333333333334,0.04969574036511156,0.061866125760649086
1575,0.05279187817258883,0.3269035532994924,0.05589430894308943,0.592479674796748,0.04969574036511156,0.061866125760649086
1600,0.05380710659898477,0.3304568527918782,0.05589430894308943,0.5995934959349594,0.05172413793103448,0.061866125760649086
1625,0.05431472081218274,0.33451776649746195,0.05589430894308943,0.6077235772357723,0.05273833671399594,0.061866125760649086
1650,0.05532994923857868,0.3395939086294416,0.05589430894308943,0.6158536585365854,0.05476673427991886,0.06389452332657201
1675,0.05583756345177665,0.3431472081218274,0.056910569105691054,0.6229674796747967,0.05476673427991886,0.06389452332657201
1700,0.05736040609137056,0.3456852791878173,0.057926829268292686,0.6270325203252033,0.056795131845841784,0.06490872210953347
1725,0.0583756345177665,0.34974619289340103,0.05894308943089431,0.6310975609756098,0.057809330628803245,0.06896551724137931
1750,0.0583756345177665,0.3517766497461929,0.05894308943089431,0.633130081300813,0.057809330628803245,0.07099391480730223
1775,0.06040609137055838,0.3568527918781726,0.06097560975609756,0.6422764227642277,0.059837728194726165,0.0720081135902637
1800,0.06192893401015229,0.36091370558375635,0.06300813008130081,0.6483739837398373,0.060851926977687626,0.07403651115618662
1825,0.062436548223350256,0.3649746192893401,0.06300813008130081,0.6504065040650406,0.061866125760649086,0.08012170385395538
1850,0.06294416243654823,0.366497461928934,0.06300813008130081,0.6524390243902439,0.06288032454361055,0.08113590263691683
1875,0.06446700507614213,0.3700507614213198,0.06300813008130081,0.6585365853658537,0.06592292089249494,0.0821501014198783
1900,0.06598984771573604,0.37360406091370557,0.06402439024390244,0.665650406504065,0.06795131845841786,0.0821501014198783
1925,0.066497461928934,0.3766497461928934,0.06402439024390244,0.6707317073170732,0.06896551724137931,0.08316430020283976
1950,0.06802030456852792,0.37969543147208124,0.06402439024390244,0.6727642276422764,0.0720081135902637,0.0872210953346856
