K,Reconstruction Score All,Mean Diff Score All,Reconstruction Score Structural,Mean Diff Score Structural,Reconstruction Score Attribute,Mean Diff Score Attribute
1375,0.06763636363636363,0.41818181818181815,0.03636363636363636,0.37745454545454543,0.03127272727272727,0.04072727272727273
1400,0.06857142857142857,0.41785714285714287,0.03642857142857143,0.37714285714285717,0.03214285714285714,0.04071428571428572
1425,0.06807017543859649,0.4182456140350877,0.035789473684210524,0.3775438596491228,0.032280701754385965,0.04070175438596491
1450,0.06758620689655172,0.41793103448275865,0.03586206896551724,0.3779310344827586,0.031724137931034485,0.04
1475,0.06847457627118644,0.41627118644067795,0.03593220338983051,0.37559322033898307,0.03254237288135593,0.04067796610169491
1500,0.06866666666666667,0.414,0.03666666666666667,0.374,0.032,0.04
1525,0.06819672131147542,0.41114754098360656,0.036065573770491806,0.3718032786885246,0.032131147540983604,0.03934426229508197
1550,0.06709677419354838,0.4096774193548387,0.035483870967741936,0.37032258064516127,0.031612903225806455,0.03935483870967742
1575,0.06603174603174604,0.4088888888888889,0.03492063492063492,0.37015873015873013,0.03111111111111111,0.03873015873015873
1600,0.06625,0.406875,0.034375,0.36875,0.031875,0.038125
1625,0.06584615384615385,0.4055384615384615,0.033846153846153845,0.368,0.032,0.03753846153846154
1650,0.06606060606060606,0.40545454545454546,0.03333333333333333,0.36727272727272725,0.03272727272727273,0.038181818181818185
1675,0.06567164179104477,0.4035820895522388,0.03343283582089552,0.36597014925373134,0.032238805970149255,0.037611940298507465
1700,0.06647058823529411,0.40058823529411763,0.033529411764705884,0.3629411764705882,0.03294117647058824,0.03764705882352941
1725,0.06666666666666667,0.39942028985507244,0.0336231884057971,0.36,0.03304347826086956,0.03942028985507246
1750,0.06571428571428571,0.396,0.03314285714285714,0.356,0.03257142857142857,0.04
1775,0.06704225352112676,0.39605633802816903,0.03380281690140845,0.356056338028169,0.03323943661971831,0.04
1800,0.06777777777777778,0.395,0.034444444444444444,0.35444444444444445,0.03333333333333333,0.04055555555555555
1825,0.06739726027397261,0.393972602739726,0.03397260273972603,0.3506849315068493,0.033424657534246574,0.04328767123287671
1850,0.06702702702702702,0.3902702702702703,0.03351351351351351,0.34702702702702704,0.03351351351351351,0.043243243243243246
1875,0.06773333333333334,0.3888,0.03306666666666667,0.3456,0.034666666666666665,0.0432
1900,0.06842105263157895,0.3873684210526316,0.03315789473684211,0.3447368421052632,0.035263157894736843,0.04263157894736842
1925,0.06805194805194806,0.38545454545454544,0.03272727272727273,0.34285714285714286,0.03532467532467533,0.0425974025974026
1950,0.06871794871794872,0.38358974358974357,0.03230769230769231,0.3394871794871795,0.03641025641025641,0.0441025641025641
